APN,Registered Date,Property Type,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone,lon,lat,Property on map
2178020012,1/3/2023,Single Family,4631 N CARITINA DR,LOS ANGELES,CA,91356,3,EPO2 SBC 2018-1 REO 409977 LLC,Katherine Meagher,203-698-1200,"Ellington Management Group, LLC or assigns",Katherine Meagher,53   Forest AVE  old Greenwich CT 6870,203-698-1200,-118.557,34.15401,POINT (-118.557 34.15401)
2178021011,1/19/2023,Single Family,4371 N VANALDEN AVE,LOS ANGELES,CA,91356,3,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.55543,34.14963,POINT (-118.55543 34.14963)
2180017024,1/19/2023,Single Family,3642 W GLENEAGLES DR,LOS ANGELES,CA,91356,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.56283,34.13551,POINT (-118.56283 34.13551)
2184007023,3/17/2023,Single Family,4751 N LINDLEY AVE,LOS ANGELES,CA,91356,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.5286,34.15577,POINT (-118.5286 34.15577)
2184024023,1/4/2023,Single Family,4520 N GRIMES PL,LOS ANGELES,CA,91316,4,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.52554,34.15165,POINT (-118.52554 34.15165)
2184025028,3/1/2023,Single Family,4560 N MARTSON DR,LOS ANGELES,CA,91316,4,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.52419,34.15209,POINT (-118.52419 34.15209)
2184029010,2/12/2023,Single Family,4331 N ALONZO AVE,LOS ANGELES,CA,91316,4,Puerto Loreto LLC,Jim Matheson,619-296-9000,Pacifica SD Management,Jim Matheson,1101   California AVE 210A Corona CA 92881,619-296-9000,-118.52129,34.1491,POINT (-118.52129 34.1491)
2184031007,1/24/2023,Single Family,4221 N GRIMES PL,LOS ANGELES,CA,91316,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.52676,34.14853,POINT (-118.52676 34.14853)
2184052001,1/10/2023,Single Family,4174 N ELM VIEW DR,LOS ANGELES,CA,91316,4,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.53223,34.14595,POINT (-118.53223 34.14595)
2184059010,3/29/2023,Single Family,4970 N AVENIDA ORIENTE,LOS ANGELES,CA,91356,3,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.53412,34.15995,POINT (-118.53412 34.15995)
2201008030,2/20/2023,Single Family,17620 W BURTON ST,LOS ANGELES,CA,91325,12,PNC MORTGAGE PRESALE,JENNIFER SMITH,937-910-1887,EDWARD ZUBIA  no unit number,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.51721,34.22,POINT (-118.51721 34.22)
2201012003,1/18/2023,Single Family,17346 W BURTON ST,LOS ANGELES,CA,91325,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.51145,34.22005,POINT (-118.51145 34.22005)
2202003029,1/31/2023,Single Family,7643 N ENCINO AVE,LOS ANGELES,CA,91325,12,Bourns Employees Federal Credit Credit,Renee Byrom,951-350-1904,Jim Farasatpour Associates,Jim Farasatpour,12016   Wilshire BLVD 3 Los Angeles CA 90025,310-666-4643,-118.51436,34.20975,POINT (-118.51436 34.20975)
2202012001,1/11/2023,Single Family,17419 W COHASSET ST,LOS ANGELES,CA,91406,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.51255,34.20693,POINT (-118.51255 34.20693)
2202020013,1/5/2023,Single Family,17611 W RUNNYMEDE ST,LOS ANGELES,CA,91406,6,"DOVENMUEHLE MORTGAGE, INC.",PROPERTY PRESERVATION,847-550-7410,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.51681,34.20624,POINT (-118.51681 34.20624)
2202023005,1/4/2023,Single Family,17526 W SATICOY ST,LOS ANGELES,CA,91406,6,Fay Servicing,Eric Moore,877-338-3791,Safeguard - Code Compliance,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.51529,34.20826,POINT (-118.51529 34.20826)
2203021021,1/2/2023,Single Family,7433 N AMESTOY AVE,LOS ANGELES,CA,91406,6,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.50607,34.20574,POINT (-118.50607 34.20574)
2203030006,1/12/2023,Single Family,7420 N LEESCOTT AVE,LOS ANGELES,CA,91406,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.50403,34.20537,POINT (-118.50403 34.20537)
2204017002,3/10/2023,Single Family,7938 N OSTROM AVE,LOS ANGELES,CA,91406,6,PHH Mortgage Corp,Shelly Stirrett,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.50702,34.21503,POINT (-118.50702 34.21503)
2204024016,3/1/2023,Single Family,7961 N BALBOA BLVD,LOS ANGELES,CA,91406,6,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.5015,34.21538,POINT (-118.5015 34.21538)
2206037110,1/25/2023,Single Family,15741 W WYANDOTTE ST,VAN NUYS,CA,91406,6,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.47632,34.20312,POINT (-118.47632 34.20312)
2206037130,1/3/2023,Single Family,15845 W WYANDOTTE ST,VAN NUYS,CA,91406,6,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.47848,34.20312,POINT (-118.47848 34.20312)
2209015029,1/3/2023,Single Family,8065 N BRIMFIELD AVE,LOS ANGELES,CA,91402,6,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.45839,34.21768,POINT (-118.45839 34.21768)
2209020012,1/9/2023,Single Family,7942 N NORWICH AVE,LOS ANGELES,CA,91402,6,Statebridge,Bryce Fendall,720-697-6421,"New Beginning Properties, Inc.",Jose Chavez,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.46085,34.21537,POINT (-118.46085 34.21537)
2209021011,2/2/2023,Single Family,8020 N NOBLE AVE,LOS ANGELES,CA,91402,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.4617,34.2166,POINT (-118.4617 34.2166)
2210016020,1/3/2023,Single Family,8054 N NATICK AVE,LOS ANGELES,CA,91402,6,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.45429,34.21769,POINT (-118.45429 34.21769)
2210026021,1/18/2023,Single Family,7663 N WILLIS AVE,VAN NUYS,CA,91405,6,Trinity Financial Services,Don Madden,949-313-6161,"Trinity Financial Services, LLC",Don Madden,2618   San Miguel DR 303 Newport Beach CA 92660,949-313-6161,-118.45645,34.2099,POINT (-118.45645 34.2099)
2213010014,2/9/2023,Single Family,8215 N CANTALOUPE AVE,LOS ANGELES,CA,91402,6,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.43586,34.22016,POINT (-118.43586 34.22016)
2214001011,1/11/2023,Single Family,7918 N HAZELTINE AVE,LOS ANGELES,CA,91402,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.43889,34.2146,POINT (-118.43889 34.2146)
2215007014,1/5/2023,Single Family,13826 W COHASSET ST,LOS ANGELES,CA,91405,2,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.43451,34.20652,POINT (-118.43451 34.20652)
2216007013,1/25/2023,Single Family,7014 N COLBATH AVE,LOS ANGELES,CA,91405,2,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.43658,34.19815,POINT (-118.43658 34.19815)
2216017022,1/10/2023,Single Family,6827 N RANCHITO AVE,LOS ANGELES,CA,91405,2,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.43575,34.19483,POINT (-118.43575 34.19483)
2218010027,1/3/2023,Single Family,14822 W COHASSET ST,VAN NUYS,CA,91405,6,FlagStar,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.45606,34.20653,POINT (-118.45606 34.20653)
2218021064,1/9/2023,Single Family,14819 W SHERMAN WAY,VAN NUYS,CA,91405,6,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.45589,34.2014,POINT (-118.45589 34.2014)
2218021088,1/19/2023,Single Family,14819 W SHERMAN WAY,VAN NUYS,CA,91405,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.45589,34.2014,POINT (-118.45589 34.2014)
2219004012,1/3/2023,Single Family,7001 N NATICK AVE,VAN NUYS,CA,91405,6,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.45431,34.19775,POINT (-118.45431 34.19775)
2220004092,1/12/2023,Single Family,15048 W SHERMAN WAY,LOS ANGELES,CA,91405,6,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.46081,34.2009,POINT (-118.46081 34.2009)
2220006067,2/1/2023,Single Family,15039 W VOSE ST,VAN NUYS,CA,91405,6,U.S. Bank Trustee - Truman 2016 SC6 Title Trust,Susan Dicicco,914-730-7026,Cambridge Realtors,Erik Sellfors,2655   1st ST 250 Simi Valley CA 93065,805-522-1113,-118.46095,34.19857,POINT (-118.46095 34.19857)
2220017006,1/12/2023,Single Family,14949 W HARTLAND ST,VAN NUYS,CA,91405,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.45934,34.19539,POINT (-118.45934 34.19539)
2221010014,1/3/2023,Single Family,15203 W LEADWELL ST,VAN NUYS,CA,91405,6,LoanCare LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.46413,34.20402,POINT (-118.46413 34.20402)
2222009001,1/11/2023,Single Family,15455 W KESWICK ST,VAN NUYS,CA,91406,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.47029,34.21043,POINT (-118.47029 34.21043)
2222012023,3/15/2023,Single Family,15443 W SATICOY ST,VAN NUYS,CA,91406,6,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.46988,34.20858,POINT (-118.46988 34.20858)
2225023023,1/3/2023,Single Family,6859 N MCLENNAN AVE,LOS ANGELES,CA,91406,6,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.50014,34.19564,POINT (-118.50014 34.19564)
2226030011,3/27/2023,Single Family,16825 W WYANDOTTE ST,LOS ANGELES,CA,91406,6,Aspen G Trust,MarySue Edwards,800-326-5799,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.49972,34.20309,POINT (-118.49972 34.20309)
2227007010,1/12/2023,Single Family,7312 N LEESCOTT AVE,LOS ANGELES,CA,91406,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.50404,34.20324,POINT (-118.50404 34.20324)
2228007014,1/12/2023,Single Family,7237 N ANATOLA AVE,LOS ANGELES,CA,91406,6,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.5151,34.20248,POINT (-118.5151 34.20248)
2228024032,1/10/2023,Single Family,7118 N JELLICO AVE,LOS ANGELES,CA,91406,6,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHO CUCAMONGA CA 91730,909-481-1100,-118.51729,34.19972,POINT (-118.51729 34.19972)
2228024034,1/31/2023,Single Family,7106 N JELLICO AVE,LOS ANGELES,CA,91406,6,"NATIONS DIRECT MORTGAGE LLC,",Heather McNeilly,303-539-7256,"The Harvey Group, Inc.",Joyce Essex Harvey,301  N Canon DR E Beverly HIlls CA 90210,310-777-6375,-118.51726,34.19946,POINT (-118.51726 34.19946)
2229002024,1/6/2023,Single Family,6820 N JELLICO AVE,LOS ANGELES,CA,91406,6,PHH Mortgage Corp,Shelly Stirrett,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.51725,34.19452,POINT (-118.51725 34.19452)
2229004033,1/11/2023,Single Family,6914 N TEXHOMA AVE,LOS ANGELES,CA,91406,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.51514,34.19606,POINT (-118.51514 34.19606)
2229032001,2/2/2023,Single Family,17359 W VICTORY BLVD,LOS ANGELES,CA,91406,6,Sun West Mortgage,Property Preservation,800-453-7884,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.51201,34.18691,POINT (-118.51201 34.18691)
2229037020,1/3/2023,Single Family,6858 N LASAINE AVE,LOS ANGELES,CA,91406,6,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.51083,34.19565,POINT (-118.51083 34.19565)
2230017009,1/3/2023,Single Family,17215 W HAYNES ST,LOS ANGELES,CA,91406,6,PennyMac Loan Services,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.50825,34.18946,POINT (-118.50825 34.18946)
2231023055,1/3/2023,Multi-Family,6512 N BALBOA BLVD,VAN NUYS,CA,91406,6,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.50089,34.1891,POINT (-118.50089 34.1891)
2233022020,1/5/2023,Single Family,16042 W KITTRIDGE ST,VAN NUYS,CA,91406,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.48301,34.19011,POINT (-118.48301 34.19011)
2234013015,2/2/2023,Single Family,6464 N FIRMAMENT AVE,VAN NUYS,CA,91406,6,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,Matt Hopkins,Matt Hopkins,4340   VonKarmin AVE  Newport Beach CA 92660,714-612-0257,-118.47167,34.18865,POINT (-118.47167 34.18865)
2234019016,2/16/2023,Single Family,6626 N ORION AVE,VAN NUYS,CA,91406,6,The Huntington National Bank,CAROL KIRCHER,614-331-3082,"New Beginning Properties, INC",LOURDES CHAVEZ,3256   BROUDMOOR BLVD  SAN BERNARDINO CA 92404,909-449-7727,-118.47036,34.19119,POINT (-118.47036 34.19119)
2236008016,1/11/2023,Single Family,6715 N VESPER AVE,VAN NUYS,CA,91405,6,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Elliott J Services LLC,Elliott Ramirez,242  E Cottonwood ST 1 ONTARIO CA 91761,909-262-4175,-118.45113,34.19262,POINT (-118.45113 34.19262)
2237008008,3/22/2023,Single Family,6723 N KATHERINE AVE,VAN NUYS,CA,91405,2,Witkin & Associates LLC,Richard Witkin,818-845-4000,NULL,NULL,,NULL,-118.44329,34.1927,POINT (-118.44329 34.1927)
2237012004,1/31/2023,Single Family,14344 W KITTRIDGE ST,VAN NUYS,CA,91405,2,Bourns Employees Federal Credit Credit,Renee Byrom,951-350-1904,Jim Farasatpour Associates,Jim Farasatpour,12016   Wilshire BLVD 3 Los Angeles CA 90025,310-666-4643,-118.4459,34.19046,POINT (-118.4459 34.19046)
2239009012,1/10/2023,Single Family,13939 W SYLVAN ST,LOS ANGELES,CA,91401,2,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,"Kash Construction and Management, INC.",Kash Rob,533  S Los Angeles ST  LOS ANGELES CA 90013,213-612-4995,-118.43691,34.18451,POINT (-118.43691 34.18451)
2239024003,1/3/2023,Multi-Family,6047 N WOODMAN AVE,VAN NUYS,CA,91401,2,Fay Servicing,Eric Moore,877-338-3791,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.43144,34.18084,POINT (-118.43144 34.18084)
2241008003,3/3/2023,Single Family,14802 W FRIAR ST,VAN NUYS,CA,91411,6,Mr Cooper,Paula Acosta,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.45556,34.18552,POINT (-118.45556 34.18552)
2242005019,1/3/2023,Single Family,15453 W BLUCHER CT,VAN NUYS,CA,91411,6,"DOVENMUEHLE MORTGAGE, INC.",PROPERTY PRESERVATION,847-550-7410,EDWARD ZUBIA  no unit number,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.47114,34.1845,POINT (-118.47114 34.1845)
2242017114,1/19/2023,Single Family,15050  VICTORY,LOS ANGELES,CA,91411,6,Trinity Financial Services,Don Madden,949-313-6161,"Trinity Financial Services, LLC",Don Madden,2618   San Miguel DR 303 Newport Beach CA 92660,949-313-6161,-118.46028,34.18643,POINT (-118.46028 34.18643)
2243007015,3/10/2023,Single Family,5744 N BURNET AVE,VAN NUYS,CA,91411,4,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHO CUCAMONGA CA 91730,909-481-1100,-118.46273,34.17521,POINT (-118.46273 34.17521)
2243012030,1/30/2023,Single Family,5725 N LEMONA AVE,VAN NUYS,CA,91411,4,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Guardian Asset Management,Vendor Management,2021   Hartel ST  Leviitown PA 19057,888-872-9094,-118.45988,34.17471,POINT (-118.45988 34.17471)
2244018009,1/3/2023,Single Family,5656 N WILLIS AVE,VAN NUYS,CA,91411,4,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.45504,34.17373,POINT (-118.45504 34.17373)
2245011027,1/13/2023,Single Family,14341 W MARTHA ST,VAN NUYS,CA,91401,4,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.44583,34.17322,POINT (-118.44583 34.17322)
2245024036,1/11/2023,Single Family,14257 W CHANDLER BLVD,VAN NUYS,CA,91401,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.44399,34.16871,POINT (-118.44399 34.16871)
2245028008,1/3/2023,Single Family,5710 N CALHOUN AVE,VAN NUYS,CA,91401,4,"DOVENMUEHLE MORTGAGE, INC.",PROPERTY PRESERVATION,847-550-7410,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.44201,34.17423,POINT (-118.44201 34.17423)
2246024026,1/5/2023,Multi-Family,5727 N WOODMAN AVE,LOS ANGELES,CA,91401,2,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.43144,34.17468,POINT (-118.43144 34.17468)
2247013055,1/6/2023,Single Family,13830 W CUMPSTON ST,VAN NUYS,CA,91401,4,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.43453,34.16934,POINT (-118.43453 34.16934)
2247017002,2/15/2023,Single Family,13918 W CHANDLER BLVD,VAN NUYS,CA,91401,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.43632,34.16822,POINT (-118.43632 34.16822)
2249027018,1/3/2023,Single Family,5517 N WILLIS AVE,VAN NUYS,CA,91411,4,FlagStar,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.45545,34.17089,POINT (-118.45545 34.17089)
2250006011,1/18/2023,Single Family,5420 N COLUMBUS AVE,VAN NUYS,CA,91411,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.4638,34.16915,POINT (-118.4638 34.16915)
2250006025,3/22/2023,Single Family,5431 N BURNET AVE,VAN NUYS,CA,91411,4,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.4631,34.1695,POINT (-118.4631 34.1695)
2250022010,1/18/2023,Single Family,15165   MAGNOLIA BLVD,LOS ANGELES,CA,91403,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.46287,34.16506,POINT (-118.46287 34.16506)
2254006028,1/5/2023,Single Family,17636 W HATTERAS ST,LOS ANGELES,CA,91316,4,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.51784,34.17657,POINT (-118.51784 34.17657)
2254015006,1/2/2023,Single Family,17537 W BURBANK BLVD,LOS ANGELES,CA,91316,4,Mr Cooper,Paula Acosta,888-456-0714,Cyprexx Services,CYPREXX SERVICES,8950   CYPRESS WATERS BLVD  DALLAS TX 75063,888-456-0714,-118.51545,34.17242,POINT (-118.51545 34.17242)
2254030011,3/1/2023,Single Family,17327 W CALIFA ST,LOS ANGELES,CA,91316,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.51088,34.17836,POINT (-118.51088 34.17836)
2257019085,3/6/2023,Single Family,5400 N WHITE OAK AVE,LOS ANGELES,CA,91436,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.51815,34.17036,POINT (-118.51815 34.17036)
2257019115,1/23/2023,Single Family,5400 N WHITE OAK AVE,LOS ANGELES,CA,91436,4,Nationstar Mortgage,Code Violations,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.51815,34.17036,POINT (-118.51815 34.17036)
2257019209,1/9/2023,Single Family,5400 N WHITE OAK AVE,LOS ANGELES,CA,91436,4,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHOCUCAMONGA CA 91730,949-381-3495,-118.51815,34.17036,POINT (-118.51815 34.17036)
2257020009,2/2/2023,Single Family,5400 N WHITE OAK AVE,LOS ANGELES,CA,91436,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.51815,34.17036,POINT (-118.51815 34.17036)
2257020035,1/24/2023,Single Family,5400 N WHITE OAK AVE,LOS ANGELES,CA,91436,4,"Wells Fargo Bank, NA",Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.51815,34.17036,POINT (-118.51815 34.17036)
2257020102,1/12/2023,Single Family,5400 N WHITE OAK AVE,LOS ANGELES,CA,91436,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.51815,34.17036,POINT (-118.51815 34.17036)
2257020129,1/11/2023,Single Family,5400 N WHITE OAK AVE,LOS ANGELES,CA,91436,4,"Wells Fargo Bank, NA",Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.51815,34.17036,POINT (-118.51815 34.17036)
